tahun,bulan,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin ,jumlah,9
2020,12,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,61,
2020,12,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,61,
2020,12,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,34,
2020,12,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,56,
2020,12,JAKARTA BARAT,PAL MERAH,PALMERAH,Perempuan,22,
2020,12,JAKARTA BARAT,PAL MERAH,SLIPI,Perempuan,6,
2020,12,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Perempuan,21,
2020,12,JAKARTA BARAT,PAL MERAH,JATIPULO,Perempuan,15,
2020,12,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Perempuan,15,
2020,12,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Perempuan,14,
2020,12,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,22,
2020,12,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,29,
2020,12,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,21,
2020,12,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,24,
2020,12,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,16,
2020,12,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,5,
2020,12,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,2,
2020,12,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,8,
2020,12,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,16,
2020,12,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,14,
2020,12,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,16,
2020,12,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,8,
2020,12,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,5,
2020,12,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,5,
2020,12,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,0,
2020,12,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,7,
2020,12,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,1,
2020,12,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,12,
2020,12,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,22,
2020,12,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,2,
2020,12,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,2,
2020,12,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,6,
2020,12,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,14,
2020,12,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,27,
2020,12,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,22,
2020,12,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,3,
2020,12,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,15,
2020,12,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,19,
2020,12,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,14,
2020,12,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,32,
2020,12,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,37,
2020,12,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,16,
2020,12,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,23,
2020,12,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,13,
2020,12,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,21,
2020,12,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,20,
2020,12,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,17,
2020,12,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,17,
2020,12,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,15,
2020,12,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,41,
2020,12,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,16,
2020,12,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,22,
2020,12,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,8,
2020,12,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,23,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,1,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,10,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,8,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,1,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,2,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,2,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,5,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,5,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,19,
2020,12,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,13,
2020,12,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,13,
2020,12,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,26,
2020,12,JAKARTA SELATAN,PANCORAN,RAWAJATI,Perempuan,21,
2020,12,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,18,
2020,12,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,5,
2020,12,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,9,
2020,12,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,41,
2020,12,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,25,
2020,12,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,22,
2020,12,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,24,
2020,12,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,21,
2020,12,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,41,
2020,12,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,22,
2020,12,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,30,
2020,12,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,42,
2020,12,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,41,
2020,12,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,28,
2020,12,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,15,
2020,12,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,6,
2020,12,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,11,
2020,12,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perempuan,9,
2020,12,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,19,
2020,12,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,17,
2020,12,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,16,
2020,12,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,22,
2020,12,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,17,
2020,12,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,8,
2020,12,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,22,
2020,12,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,24,
2020,12,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,15,
2020,12,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,19,
2020,12,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,22,
2020,12,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,4,
2020,12,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,8,
2020,12,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,12,
2020,12,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,33,
2020,12,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,24,
2020,12,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,22,
2020,12,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,18,
2020,12,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,28,
2020,12,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,28,
2020,12,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,30,
2020,12,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,13,
2020,12,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,23,
2020,12,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,32,
2020,12,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,25,
2020,12,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,26,
2020,12,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,38,
2020,12,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,28,
2020,12,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,31,
2020,12,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,54,
2020,12,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,14,
2020,12,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,103,
2020,12,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,45,
2020,12,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,77,
2020,12,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,30,
2020,12,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,52,
2020,12,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,38,
2020,12,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,32,
2020,12,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,47,
2020,12,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,45,
2020,12,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,14,
2020,12,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,17,
2020,12,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,23,
2020,12,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,23,
2020,12,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,25,
2020,12,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,28,
2020,12,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,33,
2020,12,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,23,
2020,12,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,51,
2020,12,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,53,
2020,12,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,32,
2020,12,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,22,
2020,12,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,27,
2020,12,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,19,
2020,12,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,18,
2020,12,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,24,
2020,12,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,18,
2020,12,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,14,
2020,12,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,26,
2020,12,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,26,
2020,12,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,12,
2020,2,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Laki-Laki,2,
2020,2,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Laki-Laki,0,
2020,2,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Laki-Laki,1,
2020,2,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Laki-Laki,2,
2020,2,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Laki-Laki,0,
2020,2,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Laki-Laki,1,
2020,2,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,4,
2020,2,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,17,
2020,2,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,15,
2020,2,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-Laki,14,
2020,2,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-Laki,4,
2020,2,JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-Laki,11,
2020,2,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-Laki,7,
2020,2,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-Laki,7,
2020,2,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-Laki,8,
2020,2,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-Laki,11,
2020,2,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-Laki,10,
2020,2,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-Laki,13,
2020,2,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-Laki,23,
2020,2,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-Laki,11,
2020,2,JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-Laki,13,
2020,2,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-Laki,10,
2020,2,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-Laki,21,
2020,2,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-Laki,14,
2020,2,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-Laki,18,
2020,2,JAKARTA PUSAT,S E N E N,SENEN,Laki-Laki,8,
2020,2,JAKARTA PUSAT,S E N E N,KENARI,Laki-Laki,8,
2020,2,JAKARTA PUSAT,S E N E N,PASEBAN,Laki-Laki,15,
2020,2,JAKARTA PUSAT,S E N E N,KRAMAT,Laki-Laki,16,
2020,2,JAKARTA PUSAT,S E N E N,KWITANG,Laki-Laki,4,
2020,2,JAKARTA PUSAT,S E N E N,BUNGUR,Laki-Laki,12,
2020,2,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-Laki,15,
2020,2,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-Laki,20,
2020,2,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-Laki,12,
2020,2,JAKARTA PUSAT,MENTENG,MENTENG,Laki-Laki,21,
2020,2,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-Laki,7,
2020,2,JAKARTA PUSAT,MENTENG,CIKINI,Laki-Laki,1,
2020,2,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-Laki,1,
2020,2,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-Laki,4,
2020,2,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-Laki,1,
2020,2,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-Laki,17,
2020,2,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-Laki,12,
2020,2,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-Laki,21,
2020,2,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-Laki,20,
2020,2,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-Laki,15,
2020,2,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-Laki,9,
2020,2,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-Laki,31,
2020,2,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-Laki,13,
2020,2,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-Laki,12,
2020,2,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-Laki,29,
2020,2,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-Laki,71,
2020,2,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-Laki,8,
2020,2,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-Laki,35,
2020,2,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-Laki,30,
2020,2,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-Laki,33,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-Laki,22,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,38,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,23,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,16,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,39,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,36,
2020,2,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,25,
2020,2,JAKARTA UTARA,KOJA,KOJA,Laki-Laki,10,
2020,2,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,42,
2020,2,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,32,
2020,2,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,18,
2020,2,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,44,
2020,2,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,45,
2020,2,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,25,
2020,2,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,37,
2020,2,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,21,
2020,2,JAKARTA UTARA,CILINCING,KALIBARU,Laki-Laki,47,
2020,2,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,27,
2020,2,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,42,
2020,2,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,35,
2020,2,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,19,
2020,2,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,31,
2020,2,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,21,
2020,2,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,12,
2020,2,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,24,
2020,2,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,26,
2020,2,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,34,
2020,2,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,60,
2020,2,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,62,
2020,2,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,12,
2020,2,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,86,
2020,2,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,62,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,13,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,6,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,16,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,20,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,18,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,17,
2020,2,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,20,
2020,2,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,4,
2020,2,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,5,
2020,2,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,10,
2020,2,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,4,
2020,2,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,,
2020,2,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,10,
2020,2,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,1,
2020,2,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,6,
2020,2,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,4,
2020,2,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,20,
2020,2,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,5,
2020,2,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,14,
2020,2,JAKARTA BARAT,TAMBORA,KRENDANG,Laki-Laki,12,
2020,2,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,13,
2020,2,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,15,
2020,2,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,9,
2020,2,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,25,
2020,2,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,1,
2020,2,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,11,
2020,2,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,44,
2020,2,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,26,
2020,2,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,17,
2020,2,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,10,
2020,2,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,36,
2020,2,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,18,
2020,2,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,21,
2020,2,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,60,
2020,2,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,70,
2020,2,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,55,
2020,2,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,37,
2020,2,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,59,
2020,2,JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-Laki,34,
2020,2,JAKARTA BARAT,PAL MERAH,SLIPI,Laki-Laki,7,
2020,2,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-Laki,17,
2020,2,JAKARTA BARAT,PAL MERAH,JATIPULO,Laki-Laki,19,
2020,2,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-Laki,20,
2020,2,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-Laki,4,
2020,2,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,32,
2020,2,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,38,
2020,2,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,31,
2020,2,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,35,
2020,2,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,29,
2020,2,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,16,
2020,2,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,17,
2020,2,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,7,
2020,2,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,1,
2020,2,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,12,
2020,2,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,22,
2020,2,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,13,
2020,2,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,16,
2020,2,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,1,
2020,2,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,2,
2020,2,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,11,
2020,2,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,4,
2020,2,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,6,
2020,2,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,5,
2020,2,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,,
2020,2,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,5,
2020,2,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,10,
2020,2,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,5,
2020,2,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,25,
2020,2,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,12,
2020,2,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,5,
2020,2,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,11,
2020,2,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,23,
2020,2,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,36,
2020,2,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,24,
